0.5 0.3; 30.64171123 31.60427807 31.60427807 298.71657754; 0.2 0.2 0.2 0.2
0.5 0.3; 30.66462949 31.66157372 31.66157372 298.67074102; 0.2 0.2 0.2 0.2
0.5 0.3; 30.68754775 31.71886937 31.71886937 298.62490451; 0.2 0.2 0.2 0.2
0.5 0.3; 30.710466 31.77616501 31.77616501 298.57906799; 0.2 0.2 0.2 0.2
0.5 0.3; 30.73338426 31.83346066 31.83346066 298.53323147; 0.2 0.2 0.2 0.2
0.5 0.3; 30.75630252 31.8907563 31.8907563 298.48739496; 0.2 0.2 0.2 0.2
0.5 0.3; 30.77922078 31.94805195 31.94805195 298.44155844; 0.2 0.2 0.2 0.2
0.5 0.3; 30.80213904 32.00534759 32.00534759 298.39572193; 0.2 0.2 0.2 0.2
0.5 0.3; 30.8250573 32.06264324 32.06264324 298.34988541; 0.2 0.2 0.2 0.2
0.5 0.3; 30.84797555 32.11993888 32.11993888 298.30404889; 0.2 0.2 0.2 0.2
0.5 0.3; 30.87089381 32.17723453 32.17723453 298.25821238; 0.2 0.2 0.2 0.2
0.5 0.3; 30.89381207 32.23453018 32.23453018 298.21237586; 0.2 0.2 0.2 0.2
0.5 0.3; 30.91673033 32.29182582 32.29182582 298.16653934; 0.2 0.2 0.2 0.2
0.5 0.3; 30.93964859 32.34912147 32.34912147 298.12070283; 0.2 0.2 0.2 0.2
0.5 0.3; 30.96256684 32.40641711 32.40641711 298.07486631; 0.2 0.2 0.2 0.2
0.5 0.3; 30.9854851 32.46371276 32.46371276 298.02902979; 0.2 0.2 0.2 0.2
0.5 0.3; 31.00840336 32.5210084 32.5210084 297.98319328; 0.2 0.2 0.2 0.2
0.5 0.3; 31.03132162 32.57830405 32.57830405 297.93735676; 0.2 0.2 0.2 0.2
0.5 0.3; 31.05423988 32.63559969 32.63559969 297.89152024; 0.2 0.2 0.2 0.2
0.5 0.3; 31.07715814 32.69289534 32.69289534 297.84568373; 0.2 0.2 0.2 0.2
0.5 0.3; 31.10007639 32.75019099 32.75019099 297.79984721; 0.2 0.2 0.2 0.2
0.5 0.3; 31.12299465 32.80748663 32.80748663 297.7540107; 0.2 0.2 0.2 0.2
0.5 0.3; 31.14591291 32.86478228 32.86478228 297.70817418; 0.2 0.2 0.2 0.2
0.5 0.3; 31.16883117 32.92207792 32.92207792 297.66233766; 0.2 0.2 0.2 0.2
0.5 0.3; 31.19174943 32.97937357 32.97937357 297.61650115; 0.2 0.2 0.2 0.2
0.5 0.3; 31.21466769 33.03666921 33.03666921 297.57066463; 0.2 0.2 0.2 0.2
0.5 0.3; 31.23758594 33.09396486 33.09396486 297.52482811; 0.2 0.2 0.2 0.2
0.5 0.3; 31.2605042 33.1512605 33.1512605 297.4789916; 0.2 0.2 0.2 0.2
0.5 0.3; 31.28342246 33.20855615 33.20855615 297.43315508; 0.2 0.2 0.2 0.2
0.5 0.3; 31.30634072 33.2658518 33.2658518 297.38731856; 0.2 0.2 0.2 0.2
0.5 0.3; 31.32925898 33.32314744 33.32314744 297.34148205; 0.2 0.2 0.2 0.2
0.5 0.3; 31.35217723 33.38044309 33.38044309 297.29564553; 0.2 0.2 0.2 0.2
0.5 0.3; 31.37509549 33.43773873 33.43773873 297.24980901; 0.2 0.2 0.2 0.2
0.5 0.3; 31.39801375 33.49503438 33.49503438 297.2039725; 0.2 0.2 0.2 0.2
0.5 0.3; 31.42093201 33.55233002 33.55233002 297.15813598; 0.2 0.2 0.2 0.2
0.5 0.3; 31.44385027 33.60962567 33.60962567 297.11229947; 0.2 0.2 0.2 0.2
0.5 0.3; 31.46676853 33.66692131 33.66692131 297.06646295; 0.2 0.2 0.2 0.2
0.5 0.3; 31.48968678 33.72421696 33.72421696 297.02062643; 0.2 0.2 0.2 0.2
0.5 0.3; 31.51260504 33.78151261 33.78151261 296.97478992; 0.2 0.2 0.2 0.2
0.5 0.3; 31.5355233 33.83880825 33.83880825 296.9289534; 0.2 0.2 0.2 0.2
0.5 0.3; 31.55844156 33.8961039 33.8961039 296.88311688; 0.2 0.2 0.2 0.2
0.5 0.3; 31.58135982 33.95339954 33.95339954 296.83728037; 0.2 0.2 0.2 0.2
0.5 0.3; 31.60427807 34.01069519 34.01069519 296.79144385; 0.2 0.2 0.2 0.2
0.5 0.3; 31.62719633 34.06799083 34.06799083 296.74560733; 0.2 0.2 0.2 0.2
0.5 0.3; 31.65011459 34.12528648 34.12528648 296.69977082; 0.2 0.2 0.2 0.2
0.5 0.3; 31.67303285 34.18258212 34.18258212 296.6539343; 0.2 0.2 0.2 0.2
0.5 0.3; 31.69595111 34.23987777 34.23987777 296.60809778; 0.2 0.2 0.2 0.2
0.5 0.3; 31.71886937 34.29717341 34.29717341 296.56226127; 0.2 0.2 0.2 0.2
0.5 0.3; 31.74178762 34.35446906 34.35446906 296.51642475; 0.2 0.2 0.2 0.2
0.5 0.3; 31.76470588 34.41176471 34.41176471 296.47058824; 0.2 0.2 0.2 0.2
0.5 0.3; 31.78762414 34.46906035 34.46906035 296.42475172; 0.2 0.2 0.2 0.2
0.5 0.3; 31.8105424 34.526356 34.526356 296.3789152; 0.2 0.2 0.2 0.2
0.5 0.3; 31.83346066 34.58365164 34.58365164 296.33307869; 0.2 0.2 0.2 0.2
0.5 0.3; 31.85637892 34.64094729 34.64094729 296.28724217; 0.2 0.2 0.2 0.2
0.5 0.3; 31.87929717 34.69824293 34.69824293 296.24140565; 0.2 0.2 0.2 0.2
0.5 0.3; 31.90221543 34.75553858 34.75553858 296.19556914; 0.2 0.2 0.2 0.2
0.5 0.3; 31.92513369 34.81283422 34.81283422 296.14973262; 0.2 0.2 0.2 0.2
0.5 0.3; 31.94805195 34.87012987 34.87012987 296.1038961; 0.2 0.2 0.2 0.2
0.5 0.3; 31.97097021 34.92742552 34.92742552 296.05805959; 0.2 0.2 0.2 0.2
0.5 0.3; 31.99388846 34.98472116 34.98472116 296.01222307; 0.2 0.2 0.2 0.2
0.5 0.3; 32.01680672 35.04201681 35.04201681 295.96638655; 0.2 0.2 0.2 0.2
0.5 0.3; 32.03972498 35.09931245 35.09931245 295.92055004; 0.2 0.2 0.2 0.2
0.5 0.3; 32.06264324 35.1566081 35.1566081 295.87471352; 0.2 0.2 0.2 0.2
0.5 0.3; 32.0855615 35.21390374 35.21390374 295.82887701; 0.2 0.2 0.2 0.2
0.5 0.3; 32.10847976 35.27119939 35.27119939 295.78304049; 0.2 0.2 0.2 0.2
0.5 0.3; 32.13139801 35.32849503 35.32849503 295.73720397; 0.2 0.2 0.2 0.2
0.5 0.3; 32.15431627 35.38579068 35.38579068 295.69136746; 0.2 0.2 0.2 0.2
0.5 0.3; 32.17723453 35.44308633 35.44308633 295.64553094; 0.2 0.2 0.2 0.2
0.5 0.3; 32.20015279 35.50038197 35.50038197 295.59969442; 0.2 0.2 0.2 0.2
0.5 0.3; 32.22307105 35.55767762 35.55767762 295.55385791; 0.2 0.2 0.2 0.2
0.5 0.3; 32.2459893 35.61497326 35.61497326 295.50802139; 0.2 0.2 0.2 0.2
0.5 0.3; 32.26890756 35.67226891 35.67226891 295.46218487; 0.2 0.2 0.2 0.2
0.5 0.3; 32.29182582 35.72956455 35.72956455 295.41634836; 0.2 0.2 0.2 0.2
0.5 0.3; 32.31474408 35.7868602 35.7868602 295.37051184; 0.2 0.2 0.2 0.2
0.5 0.3; 32.33766234 35.84415584 35.84415584 295.32467532; 0.2 0.2 0.2 0.2
0.5 0.3; 32.3605806 35.90145149 35.90145149 295.27883881; 0.2 0.2 0.2 0.2
0.5 0.3; 32.38349885 35.95874714 35.95874714 295.23300229; 0.2 0.2 0.2 0.2
0.5 0.3; 32.40641711 36.01604278 36.01604278 295.18716578; 0.2 0.2 0.2 0.2
0.5 0.3; 32.42933537 36.07333843 36.07333843 295.14132926; 0.2 0.2 0.2 0.2
0.5 0.3; 32.45225363 36.13063407 36.13063407 295.09549274; 0.2 0.2 0.2 0.2
0.5 0.3; 32.47517189 36.18792972 36.18792972 295.04965623; 0.2 0.2 0.2 0.2
0.5 0.3; 32.49809015 36.24522536 36.24522536 295.00381971; 0.2 0.2 0.2 0.2
0.5 0.3; 32.5210084 36.30252101 36.30252101 294.95798319; 0.2 0.2 0.2 0.2
0.5 0.3; 32.54392666 36.35981665 36.35981665 294.91214668; 0.2 0.2 0.2 0.2
0.5 0.3; 32.56684492 36.4171123 36.4171123 294.86631016; 0.2 0.2 0.2 0.2
0.5 0.3; 32.58976318 36.47440794 36.47440794 294.82047364; 0.2 0.2 0.2 0.2
0.5 0.3; 32.61268144 36.53170359 36.53170359 294.77463713; 0.2 0.2 0.2 0.2
0.5 0.3; 32.63559969 36.58899924 36.58899924 294.72880061; 0.2 0.2 0.2 0.2
0.5 0.3; 32.65851795 36.64629488 36.64629488 294.68296409; 0.2 0.2 0.2 0.2
0.5 0.3; 32.68143621 36.70359053 36.70359053 294.63712758; 0.2 0.2 0.2 0.2
0.5 0.3; 32.70435447 36.76088617 36.76088617 294.59129106; 0.2 0.2 0.2 0.2
0.5 0.3; 32.72727273 36.81818182 36.81818182 294.54545455; 0.2 0.2 0.2 0.2
0.5 0.3; 32.75019099 36.87547746 36.87547746 294.49961803; 0.2 0.2 0.2 0.2
0.5 0.3; 32.77310924 36.93277311 36.93277311 294.45378151; 0.2 0.2 0.2 0.2
0.5 0.3; 32.7960275 36.99006875 36.99006875 294.407945; 0.2 0.2 0.2 0.2
0.5 0.3; 32.81894576 37.0473644 37.0473644 294.36210848; 0.2 0.2 0.2 0.2
0.5 0.3; 32.84186402 37.10466005 37.10466005 294.31627196; 0.2 0.2 0.2 0.2
0.5 0.3; 32.86478228 37.16195569 37.16195569 294.27043545; 0.2 0.2 0.2 0.2
0.5 0.3; 32.88770053 37.21925134 37.21925134 294.22459893; 0.2 0.2 0.2 0.2
0.5 0.3; 32.91061879 37.27654698 37.27654698 294.17876241; 0.2 0.2 0.2 0.2
0.5 0.3; 32.93353705 37.33384263 37.33384263 294.1329259; 0.2 0.2 0.2 0.2
0.5 0.3; 32.95645531 37.39113827 37.39113827 294.08708938; 0.2 0.2 0.2 0.2
0.5 0.3; 32.97937357 37.44843392 37.44843392 294.04125286; 0.2 0.2 0.2 0.2
0.5 0.3; 33.00229183 37.50572956 37.50572956 293.99541635; 0.2 0.2 0.2 0.2
0.5 0.3; 33.02521008 37.56302521 37.56302521 293.94957983; 0.2 0.2 0.2 0.2
0.5 0.3; 33.04812834 37.62032086 37.62032086 293.90374332; 0.2 0.2 0.2 0.2
0.5 0.3; 33.0710466 37.6776165 37.6776165 293.8579068; 0.2 0.2 0.2 0.2
0.5 0.3; 33.09396486 37.73491215 37.73491215 293.81207028; 0.2 0.2 0.2 0.2
0.5 0.3; 33.11688312 37.79220779 37.79220779 293.76623377; 0.2 0.2 0.2 0.2
0.5 0.3; 33.13980138 37.84950344 37.84950344 293.72039725; 0.2 0.2 0.2 0.2
0.5 0.3; 33.16271963 37.90679908 37.90679908 293.67456073; 0.2 0.2 0.2 0.2
0.5 0.3; 33.18563789 37.96409473 37.96409473 293.62872422; 0.2 0.2 0.2 0.2
0.5 0.3; 33.20855615 38.02139037 38.02139037 293.5828877; 0.2 0.2 0.2 0.2
0.5 0.3; 33.23147441 38.07868602 38.07868602 293.53705118; 0.2 0.2 0.2 0.2
0.5 0.3; 33.25439267 38.13598167 38.13598167 293.49121467; 0.2 0.2 0.2 0.2
0.5 0.3; 33.27731092 38.19327731 38.19327731 293.44537815; 0.2 0.2 0.2 0.2
0.5 0.3; 33.30022918 38.25057296 38.25057296 293.39954163; 0.2 0.2 0.2 0.2
0.5 0.3; 33.32314744 38.3078686 38.3078686 293.35370512; 0.2 0.2 0.2 0.2
0.5 0.3; 33.3460657 38.36516425 38.36516425 293.3078686; 0.2 0.2 0.2 0.2
0.5 0.3; 33.36898396 38.42245989 38.42245989 293.26203209; 0.2 0.2 0.2 0.2
0.5 0.3; 33.39190222 38.47975554 38.47975554 293.21619557; 0.2 0.2 0.2 0.2
0.5 0.3; 33.41482047 38.53705118 38.53705118 293.17035905; 0.2 0.2 0.2 0.2
0.5 0.3; 33.43773873 38.59434683 38.59434683 293.12452254; 0.2 0.2 0.2 0.2
0.5 0.3; 33.46065699 38.65164248 38.65164248 293.07868602; 0.2 0.2 0.2 0.2
0.5 0.3; 33.48357525 38.70893812 38.70893812 293.0328495; 0.2 0.2 0.2 0.2
0.5 0.3; 33.50649351 38.76623377 38.76623377 292.98701299; 0.2 0.2 0.2 0.2
0.5 0.3; 33.52941176 38.82352941 38.82352941 292.94117647; 0.2 0.2 0.2 0.2
0.5 0.3; 33.55233002 38.88082506 38.88082506 292.89533995; 0.2 0.2 0.2 0.2
0.5 0.3; 33.57524828 38.9381207 38.9381207 292.84950344; 0.2 0.2 0.2 0.2
0.5 0.3; 33.59816654 38.99541635 38.99541635 292.80366692; 0.2 0.2 0.2 0.2
0.5 0.3; 33.6210848 39.05271199 39.05271199 292.7578304; 0.2 0.2 0.2 0.2
0.5 0.3; 33.64400306 39.11000764 39.11000764 292.71199389; 0.2 0.2 0.2 0.2
0.5 0.3; 33.66692131 39.16730328 39.16730328 292.66615737; 0.2 0.2 0.2 0.2
0.5 0.3; 33.68983957 39.22459893 39.22459893 292.62032086; 0.2 0.2 0.2 0.2
0.5 0.3; 33.71275783 39.28189458 39.28189458 292.57448434; 0.2 0.2 0.2 0.2
0.5 0.3; 33.73567609 39.33919022 39.33919022 292.52864782; 0.2 0.2 0.2 0.2
0.5 0.3; 33.75859435 39.39648587 39.39648587 292.48281131; 0.2 0.2 0.2 0.2
0.5 0.3; 33.78151261 39.45378151 39.45378151 292.43697479; 0.2 0.2 0.2 0.2
0.5 0.3; 33.80443086 39.51107716 39.51107716 292.39113827; 0.2 0.2 0.2 0.2
0.5 0.3; 33.82734912 39.5683728 39.5683728 292.34530176; 0.2 0.2 0.2 0.2
0.5 0.3; 33.85026738 39.62566845 39.62566845 292.29946524; 0.2 0.2 0.2 0.2
0.5 0.3; 33.87318564 39.68296409 39.68296409 292.25362872; 0.2 0.2 0.2 0.2
0.5 0.3; 33.8961039 39.74025974 39.74025974 292.20779221; 0.2 0.2 0.2 0.2
0.5 0.3; 33.91902215 39.79755539 39.79755539 292.16195569; 0.2 0.2 0.2 0.2
0.5 0.3; 33.94194041 39.85485103 39.85485103 292.11611917; 0.2 0.2 0.2 0.2
0.5 0.3; 33.96485867 39.91214668 39.91214668 292.07028266; 0.2 0.2 0.2 0.2
0.5 0.3; 33.98777693 39.96944232 39.96944232 292.02444614; 0.2 0.2 0.2 0.2
0.5 0.3; 34.01069519 40.02673797 40.02673797 291.97860963; 0.2 0.2 0.2 0.2
0.5 0.3; 34.03361345 40.08403361 40.08403361 291.93277311; 0.2 0.2 0.2 0.2
0.5 0.3; 34.0565317 40.14132926 40.14132926 291.88693659; 0.2 0.2 0.2 0.2
0.5 0.3; 34.07944996 40.1986249 40.1986249 291.84110008; 0.2 0.2 0.2 0.2
0.5 0.3; 34.10236822 40.25592055 40.25592055 291.79526356; 0.2 0.2 0.2 0.2
0.5 0.3; 34.12528648 40.3132162 40.3132162 291.74942704; 0.2 0.2 0.2 0.2
0.5 0.3; 34.14820474 40.37051184 40.37051184 291.70359053; 0.2 0.2 0.2 0.2
0.5 0.3; 34.17112299 40.42780749 40.42780749 291.65775401; 0.2 0.2 0.2 0.2
0.5 0.3; 34.19404125 40.48510313 40.48510313 291.61191749; 0.2 0.2 0.2 0.2
0.5 0.3; 34.21695951 40.54239878 40.54239878 291.56608098; 0.2 0.2 0.2 0.2
0.5 0.3; 34.23987777 40.59969442 40.59969442 291.52024446; 0.2 0.2 0.2 0.2
0.5 0.3; 34.26279603 40.65699007 40.65699007 291.47440794; 0.2 0.2 0.2 0.2
0.5 0.3; 34.28571429 40.71428571 40.71428571 291.42857143; 0.2 0.2 0.2 0.2
0.5 0.3; 34.30863254 40.77158136 40.77158136 291.38273491; 0.2 0.2 0.2 0.2
0.5 0.3; 34.3315508 40.82887701 40.82887701 291.3368984; 0.2 0.2 0.2 0.2
0.5 0.3; 34.35446906 40.88617265 40.88617265 291.29106188; 0.2 0.2 0.2 0.2
0.5 0.3; 34.37738732 40.9434683 40.9434683 291.24522536; 0.2 0.2 0.2 0.2
0.5 0.3; 34.40030558 41.00076394 41.00076394 291.19938885; 0.2 0.2 0.2 0.2
0.5 0.3; 34.42322383 41.05805959 41.05805959 291.15355233; 0.2 0.2 0.2 0.2
0.5 0.3; 34.44614209 41.11535523 41.11535523 291.10771581; 0.2 0.2 0.2 0.2
0.5 0.3; 34.46906035 41.17265088 41.17265088 291.0618793; 0.2 0.2 0.2 0.2
0.5 0.3; 34.49197861 41.22994652 41.22994652 291.01604278; 0.2 0.2 0.2 0.2
0.5 0.3; 34.51489687 41.28724217 41.28724217 290.97020626; 0.2 0.2 0.2 0.2
0.5 0.3; 34.53781513 41.34453782 41.34453782 290.92436975; 0.2 0.2 0.2 0.2
0.5 0.3; 34.56073338 41.40183346 41.40183346 290.87853323; 0.2 0.2 0.2 0.2
0.5 0.3; 34.58365164 41.45912911 41.45912911 290.83269672; 0.2 0.2 0.2 0.2
0.5 0.3; 34.6065699 41.51642475 41.51642475 290.7868602; 0.2 0.2 0.2 0.2
0.5 0.3; 34.62948816 41.5737204 41.5737204 290.74102368; 0.2 0.2 0.2 0.2
0.5 0.3; 34.65240642 41.63101604 41.63101604 290.69518717; 0.2 0.2 0.2 0.2
0.5 0.3; 34.67532468 41.68831169 41.68831169 290.64935065; 0.2 0.2 0.2 0.2
0.5 0.3; 34.69824293 41.74560733 41.74560733 290.60351413; 0.2 0.2 0.2 0.2
0.5 0.3; 34.72116119 41.80290298 41.80290298 290.55767762; 0.2 0.2 0.2 0.2
0.5 0.3; 34.74407945 41.86019862 41.86019862 290.5118411; 0.2 0.2 0.2 0.2
0.5 0.3; 34.76699771 41.91749427 41.91749427 290.46600458; 0.2 0.2 0.2 0.2
0.5 0.3; 34.78991597 41.97478992 41.97478992 290.42016807; 0.2 0.2 0.2 0.2
0.5 0.3; 34.81283422 42.03208556 42.03208556 290.37433155; 0.2 0.2 0.2 0.2
0.5 0.3; 34.83575248 42.08938121 42.08938121 290.32849503; 0.2 0.2 0.2 0.2
0.5 0.3; 34.85867074 42.14667685 42.14667685 290.28265852; 0.2 0.2 0.2 0.2
0.5 0.3; 34.881589 42.2039725 42.2039725 290.236822; 0.2 0.2 0.2 0.2
0.5 0.3; 34.90450726 42.26126814 42.26126814 290.19098549; 0.2 0.2 0.2 0.2
0.5 0.3; 34.92742552 42.31856379 42.31856379 290.14514897; 0.2 0.2 0.2 0.2
0.5 0.3; 34.95034377 42.37585943 42.37585943 290.09931245; 0.2 0.2 0.2 0.2
0.5 0.3; 34.97326203 42.43315508 42.43315508 290.05347594; 0.2 0.2 0.2 0.2
0.5 0.3; 34.99618029 42.49045073 42.49045073 290.00763942; 0.2 0.2 0.2 0.2
0.5 0.3; 35.01909855 42.54774637 42.54774637 289.9618029; 0.2 0.2 0.2 0.2
0.5 0.3; 35.04201681 42.60504202 42.60504202 289.91596639; 0.2 0.2 0.2 0.2
0.5 0.3; 35.06493506 42.66233766 42.66233766 289.87012987; 0.2 0.2 0.2 0.2
0.5 0.3; 35.08785332 42.71963331 42.71963331 289.82429335; 0.2 0.2 0.2 0.2
0.5 0.3; 35.11077158 42.77692895 42.77692895 289.77845684; 0.2 0.2 0.2 0.2
0.5 0.3; 35.13368984 42.8342246 42.8342246 289.73262032; 0.2 0.2 0.2 0.2
0.5 0.3; 35.1566081 42.89152024 42.89152024 289.6867838; 0.2 0.2 0.2 0.2
0.5 0.3; 35.17952636 42.94881589 42.94881589 289.64094729; 0.2 0.2 0.2 0.2
0.5 0.3; 35.20244461 43.00611154 43.00611154 289.59511077; 0.2 0.2 0.2 0.2
0.5 0.3; 35.22536287 43.06340718 43.06340718 289.54927426; 0.2 0.2 0.2 0.2
0.5 0.3; 35.24828113 43.12070283 43.12070283 289.50343774; 0.2 0.2 0.2 0.2
0.5 0.3; 35.27119939 43.17799847 43.17799847 289.45760122; 0.2 0.2 0.2 0.2
0.5 0.3; 35.29411765 43.23529412 43.23529412 289.41176471; 0.2 0.2 0.2 0.2
0.5 0.3; 35.31703591 43.29258976 43.29258976 289.36592819; 0.2 0.2 0.2 0.2
0.5 0.3; 35.33995416 43.34988541 43.34988541 289.32009167; 0.2 0.2 0.2 0.2
0.5 0.3; 35.36287242 43.40718105 43.40718105 289.27425516; 0.2 0.2 0.2 0.2
0.5 0.3; 35.38579068 43.4644767 43.4644767 289.22841864; 0.2 0.2 0.2 0.2
0.5 0.3; 35.40870894 43.52177235 43.52177235 289.18258212; 0.2 0.2 0.2 0.2
0.5 0.3; 35.4316272 43.57906799 43.57906799 289.13674561; 0.2 0.2 0.2 0.2
0.5 0.3; 35.45454545 43.63636364 43.63636364 289.09090909; 0.2 0.2 0.2 0.2
0.5 0.3; 35.47746371 43.69365928 43.69365928 289.04507257; 0.2 0.2 0.2 0.2
0.5 0.3; 35.50038197 43.75095493 43.75095493 288.99923606; 0.2 0.2 0.2 0.2
0.5 0.3; 35.52330023 43.80825057 43.80825057 288.95339954; 0.2 0.2 0.2 0.2
0.5 0.3; 35.54621849 43.86554622 43.86554622 288.90756303; 0.2 0.2 0.2 0.2
0.5 0.3; 35.56913675 43.92284186 43.92284186 288.86172651; 0.2 0.2 0.2 0.2
0.5 0.3; 35.592055 43.98013751 43.98013751 288.81588999; 0.2 0.2 0.2 0.2
0.5 0.3; 35.61497326 44.03743316 44.03743316 288.77005348; 0.2 0.2 0.2 0.2
0.5 0.3; 35.63789152 44.0947288 44.0947288 288.72421696; 0.2 0.2 0.2 0.2
0.5 0.3; 35.66080978 44.15202445 44.15202445 288.67838044; 0.2 0.2 0.2 0.2
0.5 0.3; 35.68372804 44.20932009 44.20932009 288.63254393; 0.2 0.2 0.2 0.2
0.5 0.3; 35.70664629 44.26661574 44.26661574 288.58670741; 0.2 0.2 0.2 0.2
0.5 0.3; 35.72956455 44.32391138 44.32391138 288.54087089; 0.2 0.2 0.2 0.2
0.5 0.3; 35.75248281 44.38120703 44.38120703 288.49503438; 0.2 0.2 0.2 0.2
0.5 0.3; 35.77540107 44.43850267 44.43850267 288.44919786; 0.2 0.2 0.2 0.2
0.5 0.3; 35.79831933 44.49579832 44.49579832 288.40336134; 0.2 0.2 0.2 0.2
0.5 0.3; 35.82123759 44.55309396 44.55309396 288.35752483; 0.2 0.2 0.2 0.2
0.5 0.3; 35.84415584 44.61038961 44.61038961 288.31168831; 0.2 0.2 0.2 0.2
0.5 0.3; 35.8670741 44.66768526 44.66768526 288.2658518; 0.2 0.2 0.2 0.2
0.5 0.3; 35.88999236 44.7249809 44.7249809 288.22001528; 0.2 0.2 0.2 0.2
0.5 0.3; 35.91291062 44.78227655 44.78227655 288.17417876; 0.2 0.2 0.2 0.2
0.5 0.3; 35.93582888 44.83957219 44.83957219 288.12834225; 0.2 0.2 0.2 0.2
0.5 0.3; 35.95874714 44.89686784 44.89686784 288.08250573; 0.2 0.2 0.2 0.2
0.5 0.3; 35.98166539 44.95416348 44.95416348 288.03666921; 0.2 0.2 0.2 0.2
0.5 0.3; 36.00458365 45.01145913 45.01145913 287.9908327; 0.2 0.2 0.2 0.2
0.5 0.3; 36.02750191 45.06875477 45.06875477 287.94499618; 0.2 0.2 0.2 0.2
0.5 0.3; 36.05042017 45.12605042 45.12605042 287.89915966; 0.2 0.2 0.2 0.2
0.5 0.3; 36.07333843 45.18334607 45.18334607 287.85332315; 0.2 0.2 0.2 0.2
0.5 0.3; 36.09625668 45.24064171 45.24064171 287.80748663; 0.2 0.2 0.2 0.2
0.5 0.3; 36.11917494 45.29793736 45.29793736 287.76165011; 0.2 0.2 0.2 0.2
0.5 0.3; 36.1420932 45.355233 45.355233 287.7158136; 0.2 0.2 0.2 0.2
0.5 0.3; 36.16501146 45.41252865 45.41252865 287.66997708; 0.2 0.2 0.2 0.2
0.5 0.3; 36.18792972 45.46982429 45.46982429 287.62414057; 0.2 0.2 0.2 0.2
0.5 0.3; 36.21084798 45.52711994 45.52711994 287.57830405; 0.2 0.2 0.2 0.2
0.5 0.3; 36.23376623 45.58441558 45.58441558 287.53246753; 0.2 0.2 0.2 0.2
0.5 0.3; 36.25668449 45.64171123 45.64171123 287.48663102; 0.2 0.2 0.2 0.2
0.5 0.3; 36.27960275 45.69900688 45.69900688 287.4407945; 0.2 0.2 0.2 0.2
0.5 0.3; 36.30252101 45.75630252 45.75630252 287.39495798; 0.2 0.2 0.2 0.2
0.5 0.3; 36.32543927 45.81359817 45.81359817 287.34912147; 0.2 0.2 0.2 0.2
0.5 0.3; 36.34835752 45.87089381 45.87089381 287.30328495; 0.2 0.2 0.2 0.2
0.5 0.3; 36.37127578 45.92818946 45.92818946 287.25744843; 0.2 0.2 0.2 0.2
0.5 0.3; 36.39419404 45.9854851 45.9854851 287.21161192; 0.2 0.2 0.2 0.2
